0.000000000000000000e+00,8.127072920746680751e-02,8.856900000000000261e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.479979830756132131e+01,1.522533499999999549e+04,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,3.169574137538785763e+01,3.294630200000001059e+04,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+00,9.836032533240143039e+01,1.242778759999999893e+05,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+00,5.140243863150760717e+01,3.758068999999998050e+04,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.535027632063456693e+01,4.037077700000000186e+04,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+00,1.145376192341339694e+00,1.682545999999999594e+03,1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+00,5.383708635987306812e-02,2.212640000000000100e+02,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.788673138399548071e-02,2.615599999999999881e+01,1.000000000000000000e+00,1.000000000000000000e+00
9.000000000000000000e+00,2.120067219085905799e-02,1.453050000000000068e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+01,4.193902201624422066e-02,5.719500000000000028e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.027670305159639419e+00,1.471696999999998980e+03,1.000000000000000000e+00,1.000000000000000000e+00
1.200000000000000000e+01,8.024612364465356917e-02,9.966499999999997783e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.300000000000000000e+01,2.944085212973799881e-01,3.694689999999999372e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.400000000000000000e+01,2.649899476272787879e-01,4.597879999999999541e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,3.801487920031335066e-01,5.198080000000001064e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.600000000000000000e+01,3.580683683305696530e-01,5.013009999999997603e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.700000000000000000e+01,2.431755740946180133e-02,4.045099999999999341e+01,1.000000000000000000e+00,1.000000000000000000e+00
1.800000000000000000e+01,5.735576744916938141e-01,5.652730000000004793e+02,1.000000000000000000e+00,1.000000000000000000e+00
1.900000000000000000e+01,1.840456508125629109e-01,2.190970000000000084e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+01,4.590954975408510080e-02,7.191800000000000637e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.100000000000000000e+01,1.277265979777984173e+00,1.337058999999999969e+03,1.000000000000000000e+00,1.000000000000000000e+00
2.200000000000000000e+01,4.918800516925559418e-01,6.182029999999998608e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.300000000000000000e+01,1.661122155326279770e-01,2.015550000000000068e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.400000000000000000e+01,1.908087443446608411e+00,1.945526000000000977e+03,1.000000000000000000e+00,1.000000000000000000e+00
2.500000000000000000e+01,3.145200730825790936e-02,5.175900000000000745e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.600000000000000000e+01,5.269087898453678198e-02,7.978399999999999181e+01,1.000000000000000000e+00,1.000000000000000000e+00
2.700000000000000000e+01,2.823326793583933458e+00,5.611249999999998181e+03,1.000000000000000000e+00,1.000000000000000000e+00
2.800000000000000000e+01,1.249314065112919203e-01,2.108000000000000966e+02,1.000000000000000000e+00,1.000000000000000000e+00
2.900000000000000000e+01,1.499929567719827939e-01,1.686329999999999245e+02,1.000000000000000000e+00,1.000000000000000000e+00
3.000000000000000000e+01,1.096691652965637642e+00,1.119464000000000397e+03,1.000000000000000000e+00,1.000000000000000000e+00
